region;Dummies
171; 1998(6) 1998(7) 1999(7) 1999(9) 1999(10) 1999(11) 2000(1) 2000(3) 2000(5) 2000(7) 2000(9) 2001(10) 2002(2) 2002(8) 2004(12) 2005(8) 2006(5) 2008(7) 2008(10) 2009(1) 2009(3) 2009(4) 2010(1) 2010(11) 2010(12) 2011(1) 2011(3) 2011(4) 2011(6) 2011(9) 2011(10) 2012(1) 2012(2) 2012(3) 2012(9) 2012(10) 2012(12) 2013(1) 2013(2) 2013(3) 2013(4) 2013(5) 2013(6) 2013(11) 2013(12) 2014(1) 2014(2) 2014(3) 2014(6) 2014(7) 2014(9) 2014(10) 2014(11) 2014(12) 2015(1) 2015(2) 2015(3) 2015(5) 2015(8) 2015(11) 2015(12) 2016(1) 2016(2) 2016(3) 2016(5) 2016(7) 2016(8) 2016(10) 2016(11) 2016(12) 1998(6) 1998(7) 1999(7) 1999(9) 1999(10) 1999(11) 2000(1) 2000(3) 2000(5) 2000(7) 2000(9) 2001(10) 2002(2) 2002(8) 2004(12) 2005(8) 2006(5) 2008(7) 2008(10) 2009(1) 2009(3) 2009(4) 2010(1) 2010(11) 2010(12) 2011(1) 2011(3) 2011(4) 2011(6) 2011(9) 2011(10) 2012(1) 2012(2) 2012(3) 2012(9) 2012(10) 2012(12) 2013(1) 2013(2) 2013(3) 2013(4) 2013(5) 2013(6) 2013(11) 2013(12) 2014(1) 2014(2) 2014(3) 2014(6) 2014(7) 2014(9) 2014(10) 2014(11) 2014(12) 2015(1) 2015(2) 2015(3) 2015(5) 2015(8) 2015(11) 2015(12) 2016(1) 2016(2) 2016(3) 2016(5) 2016(7) 2016(8) 2016(10) 2016(11) 2016(12)
172; 2005(9) 2006(1) 2008(2) 2010(9) 2011(8) 2012(1) 2012(9) 2013(1) 2013(9) 2014(1) 2014(3) 2015(8) 2016(2) 2016(8) 2005(9) 2006(1) 2008(2) 2010(9) 2011(8) 2012(1) 2012(9) 2013(1) 2013(9) 2014(1) 2014(3) 2015(8) 2016(2) 2016(8)
173; 1996(9) 2002(9) 2003(12) 2005(1) 2007(1) 2008(2) 2009(8) 2010(1) 2010(8) 2010(12) 2012(1) 2012(4) 2012(12) 1996(9) 2002(9) 2003(12) 2005(1) 2007(1) 2008(2) 2009(8) 2010(1) 2010(8) 2010(12) 2012(1) 2012(4) 2012(12)
174; 2011(2) 2011(5) 2012(1) 2012(3) 2012(10) 2013(2) 2013(12) 2014(3) 2014(9) 2014(10) 2015(1) 2015(2) 2015(3) 2016(1) 2016(2) 2016(3) 2011(2) 2011(5) 2012(1) 2012(3) 2012(10) 2013(2) 2013(12) 2014(3) 2014(9) 2014(10) 2015(1) 2015(2) 2015(3) 2016(1) 2016(2) 2016(3)
175; 2001(10) 2001(11) 2003(7) 2003(12) 2001(10) 2001(11) 2003(7) 2003(12)
176; 1996(10) 1997(1) 1999(1) 2002(8) 2004(12) 2005(1) 2005(5) 2005(12) 2006(2) 2006(3) 2006(4) 2006(12) 2007(2) 2007(3) 2007(4) 2007(5) 2008(1) 2008(2) 2008(12) 2009(1) 2009(3) 2009(12) 2011(3) 2011(7) 2011(12) 2012(2) 2012(3) 2012(7) 2012(12) 2013(1) 2013(2) 2013(3) 2013(6) 2013(7) 2013(8) 2013(9) 2013(10) 2013(11) 2013(12) 2014(2) 2014(3) 2014(4) 2014(6) 2014(10) 2014(12) 2015(1) 2015(3) 2015(6) 2015(10) 2015(11) 2015(12) 2016(1) 2016(2) 2016(3) 2016(4) 2016(5) 1996(10) 1997(1) 1999(1) 2002(8) 2004(12) 2005(1) 2005(5) 2005(12) 2006(2) 2006(3) 2006(4) 2006(12) 2007(2) 2007(3) 2007(4) 2007(5) 2008(1) 2008(2) 2008(12) 2009(1) 2009(3) 2009(12) 2011(3) 2011(7) 2011(12) 2012(2) 2012(3) 2012(7) 2012(12) 2013(1) 2013(2) 2013(3) 2013(6) 2013(7) 2013(8) 2013(9) 2013(10) 2013(11) 2013(12) 2014(2) 2014(3) 2014(4) 2014(6) 2014(10) 2014(12) 2015(1) 2015(3) 2015(6) 2015(10) 2015(11) 2015(12) 2016(1) 2016(2) 2016(3) 2016(4) 2016(5)
177; 2010(5) 2010(6) 2011(3) 2011(8) 2012(1) 2012(2) 2012(3) 2012(4) 2012(5) 2012(7) 2012(9) 2013(1) 2013(2) 2013(4) 2013(5) 2013(6) 2013(7) 2013(8) 2013(9) 2013(10) 2013(11) 2013(12) 2014(1) 2014(2) 2015(12) 2010(5) 2010(6) 2011(3) 2011(8) 2012(1) 2012(2) 2012(3) 2012(4) 2012(5) 2012(7) 2012(9) 2013(1) 2013(2) 2013(4) 2013(5) 2013(6) 2013(7) 2013(8) 2013(9) 2013(10) 2013(11) 2013(12) 2014(1) 2014(2) 2015(12)
178; 2005(1) 2006(1) 2007(12) 2008(1) 2008(2) 2008(12) 2010(12) 2011(12) 2012(3) 2012(10) 2012(12) 2013(1) 2013(5) 2013(10) 2013(12) 2014(3) 2014(7) 2014(10) 2015(1) 2016(12) 2005(1) 2006(1) 2007(12) 2008(1) 2008(2) 2008(12) 2010(12) 2011(12) 2012(3) 2012(10) 2012(12) 2013(1) 2013(5) 2013(10) 2013(12) 2014(3) 2014(7) 2014(10) 2015(1) 2016(12)
179; 2005(1) 2007(1) 2007(2) 2008(1) 2009(1) 2009(11) 2010(2) 2010(7) 2010(10) 2010(11) 2010(12) 2011(1) 2011(2) 2011(3) 2011(12) 2012(1) 2012(5) 2012(9) 2012(11) 2012(12) 2013(1) 2013(4) 2013(11) 2013(12) 2014(2) 2014(4) 2014(6) 2014(7) 2014(11) 2015(2) 2005(1) 2007(1) 2007(2) 2008(1) 2009(1) 2009(11) 2010(2) 2010(7) 2010(10) 2010(11) 2010(12) 2011(1) 2011(2) 2011(3) 2011(12) 2012(1) 2012(5) 2012(9) 2012(11) 2012(12) 2013(1) 2013(4) 2013(11) 2013(12) 2014(2) 2014(4) 2014(6) 2014(7) 2014(11) 2015(2)
180; 2007(6) 2011(10) 2013(11) 2014(12) 2007(6) 2011(10) 2013(11) 2014(12)
181; 1997(4) 1997(5) 1997(11) 1997(12) 2009(3) 2010(3) 2010(4) 2010(5) 2010(12) 2011(2) 2011(12) 2012(12) 2013(1) 2013(3) 2013(4) 2014(12) 2015(3) 2015(12) 2016(10) 1997(4) 1997(5) 1997(11) 1997(12) 2009(3) 2010(3) 2010(4) 2010(5) 2010(12) 2011(2) 2011(12) 2012(12) 2013(1) 2013(3) 2013(4) 2014(12) 2015(3) 2015(12) 2016(10)
182; 2002(12) 2004(6) 2008(4) 2008(5) 2008(6) 2010(3) 2010(6) 2010(7) 2013(11) 2013(12) 2014(1) 2014(2) 2014(11) 2014(12) 2015(2) 2015(11) 2015(12) 2016(2) 2016(12) 2002(12) 2004(6) 2008(4) 2008(5) 2008(6) 2010(3) 2010(6) 2010(7) 2013(11) 2013(12) 2014(1) 2014(2) 2014(11) 2014(12) 2015(2) 2015(11) 2015(12) 2016(2) 2016(12)
183; 2007(6) 2008(2) 2008(10) 2010(2) 2010(12) 2011(2) 2011(4) 2011(10) 2012(2) 2012(4) 2012(10) 2012(11) 2012(12) 2013(1) 2013(2) 2013(3) 2013(4) 2013(5) 2013(7) 2013(10) 2013(11) 2013(12) 2014(1) 2014(4) 2014(12) 2015(1) 2015(3) 2015(12) 2016(1) 2016(2) 2016(6) 2016(7) 2016(12) 2007(6) 2008(2) 2008(10) 2010(2) 2010(12) 2011(2) 2011(4) 2011(10) 2012(2) 2012(4) 2012(10) 2012(11) 2012(12) 2013(1) 2013(2) 2013(3) 2013(4) 2013(5) 2013(7) 2013(10) 2013(11) 2013(12) 2014(1) 2014(4) 2014(12) 2015(1) 2015(3) 2015(12) 2016(1) 2016(2) 2016(6) 2016(7) 2016(12)
184; 2009(9) 2010(10) 2011(1) 2011(5) 2012(1) 2012(3) 2012(9) 2012(10) 2013(1) 2013(6) 2013(9) 2014(1) 2014(2) 2014(3) 2014(6) 2014(7) 2014(12) 2015(1) 2015(2) 2015(3) 2015(12) 2016(1) 2016(2) 2016(3) 2016(4) 2016(6) 2016(7) 2016(10) 2016(12) 2009(9) 2010(10) 2011(1) 2011(5) 2012(1) 2012(3) 2012(9) 2012(10) 2013(1) 2013(6) 2013(9) 2014(1) 2014(2) 2014(3) 2014(6) 2014(7) 2014(12) 2015(1) 2015(2) 2015(3) 2015(12) 2016(1) 2016(2) 2016(3) 2016(4) 2016(6) 2016(7) 2016(10) 2016(12)
185; 2008(7) 2010(12) 2011(2) 2011(9) 2011(10) 2011(12) 2012(1) 2012(9) 2012(12) 2013(1) 2014(1) 2014(12) 2015(1) 2015(11) 2016(1) 2016(3) 2016(12) 2008(7) 2010(12) 2011(2) 2011(9) 2011(10) 2011(12) 2012(1) 2012(9) 2012(12) 2013(1) 2014(1) 2014(12) 2015(1) 2015(11) 2016(1) 2016(3) 2016(12)
186; 2006(9) 2009(1) 2013(12) 2014(2) 2014(3) 2015(1) 2015(3) 2015(5) 2015(12) 2016(1) 2016(4) 2006(9) 2009(1) 2013(12) 2014(2) 2014(3) 2015(1) 2015(3) 2015(5) 2015(12) 2016(1) 2016(4)
187; 2007(7) 2007(10) 2008(1) 2008(7) 2008(10) 2008(11) 2008(12) 2009(2) 2009(3) 2009(8) 2009(9) 2010(4) 2010(5) 2010(9) 2010(12) 2011(1) 2011(2) 2011(4) 2011(6) 2011(7) 2011(11) 2011(12) 2012(3) 2012(4) 2012(7) 2012(10) 2012(11) 2012(12) 2013(1) 2013(3) 2013(4) 2013(7) 2014(2) 2014(3) 2014(4) 2014(5) 2014(8) 2014(11) 2015(1) 2015(4) 2015(5) 2015(6) 2015(8) 2015(9) 2015(10) 2016(1) 2016(2) 2016(3) 2016(4) 2016(5) 2016(7) 2016(8) 2016(9) 2016(10) 2016(11) 2016(12) 2007(7) 2007(10) 2008(1) 2008(7) 2008(10) 2008(11) 2008(12) 2009(2) 2009(3) 2009(8) 2009(9) 2010(4) 2010(5) 2010(9) 2010(12) 2011(1) 2011(2) 2011(4) 2011(6) 2011(7) 2011(11) 2011(12) 2012(3) 2012(4) 2012(7) 2012(10) 2012(11) 2012(12) 2013(1) 2013(3) 2013(4) 2013(7) 2014(2) 2014(3) 2014(4) 2014(5) 2014(8) 2014(11) 2015(1) 2015(4) 2015(5) 2015(6) 2015(8) 2015(9) 2015(10) 2016(1) 2016(2) 2016(3) 2016(4) 2016(5) 2016(7) 2016(8) 2016(9) 2016(10) 2016(11) 2016(12)
188; 1998(8) 2004(8) 2005(2) 2005(8) 2005(9) 2005(10) 2006(1) 2007(1) 2007(8) 2009(1) 2010(8) 2011(8) 2013(1) 2016(12) 1998(8) 2004(8) 2005(2) 2005(8) 2005(9) 2005(10) 2006(1) 2007(1) 2007(8) 2009(1) 2010(8) 2011(8) 2013(1) 2016(12)
189; 2009(8) 2009(9) 2011(5) 2011(9) 2012(2) 2012(12) 2013(1) 2014(11) 2015(1) 2015(12) 2016(12) 2009(8) 2009(9) 2011(5) 2011(9) 2012(2) 2012(12) 2013(1) 2014(11) 2015(1) 2015(12) 2016(12)
190; 2006(2) 2006(2)
191; 2012(10) 2014(1) 2014(3) 2014(7) 2014(8) 2012(10) 2014(1) 2014(3) 2014(7) 2014(8)
192; 2015(7) 2015(7)
193; 2005(8) 2005(9) 2011(6) 2011(9) 2011(10) 2012(1) 2012(2) 2012(3) 2012(4) 2012(5) 2012(6) 2012(7) 2012(8) 2012(9) 2012(10) 2012(11) 2012(12) 2013(1) 2013(2) 2013(3) 2013(4) 2013(5) 2013(6) 2013(7) 2013(8) 2013(9) 2013(11) 2015(6) 2016(4) 2016(5) 2016(6) 2016(12) 2005(8) 2005(9) 2011(6) 2011(9) 2011(10) 2012(1) 2012(2) 2012(3) 2012(4) 2012(5) 2012(6) 2012(7) 2012(8) 2012(9) 2012(10) 2012(11) 2012(12) 2013(1) 2013(2) 2013(3) 2013(4) 2013(5) 2013(6) 2013(7) 2013(8) 2013(9) 2013(11) 2015(6) 2016(4) 2016(5) 2016(6) 2016(12)
194; 2004(12) 2005(2) 2007(1) 2007(12) 2008(2) 2008(7) 2008(12) 2009(1) 2009(2) 2009(3) 2009(7) 2009(9) 2009(10) 2009(11) 2009(12) 2010(3) 2010(12) 2011(1) 2011(2) 2011(12) 2012(1) 2012(2) 2012(12) 2013(1) 2013(2) 2013(12) 2014(1) 2014(2) 2014(10) 2014(12) 2015(1) 2015(3) 2015(10) 2015(12) 2016(1) 2016(2) 2016(4) 2016(5) 2016(10) 2016(12) 2004(12) 2005(2) 2007(1) 2007(12) 2008(2) 2008(7) 2008(12) 2009(1) 2009(2) 2009(3) 2009(7) 2009(9) 2009(10) 2009(11) 2009(12) 2010(3) 2010(12) 2011(1) 2011(2) 2011(12) 2012(1) 2012(2) 2012(12) 2013(1) 2013(2) 2013(12) 2014(1) 2014(2) 2014(10) 2014(12) 2015(1) 2015(3) 2015(10) 2015(12) 2016(1) 2016(2) 2016(4) 2016(5) 2016(10) 2016(12)
195; 2013(11) 2014(2) 2014(5) 2014(6) 2015(1) 2015(2) 2015(4) 2015(5) 2015(7) 2015(8) 2015(9) 2015(10) 2016(7) 2016(8) 2016(10) 2016(11) 2013(11) 2014(2) 2014(5) 2014(6) 2015(1) 2015(2) 2015(4) 2015(5) 2015(7) 2015(8) 2015(9) 2015(10) 2016(7) 2016(8) 2016(10) 2016(11)
196; 1997(1) 1998(4) 1998(7) 1998(8) 2000(5) 2000(6) 2000(7) 2000(8) 2006(1) 2006(8) 2006(9) 2006(10) 2008(3) 2008(4) 2008(5) 2009(1) 2011(12) 2012(1) 2012(12) 1997(1) 1998(4) 1998(7) 1998(8) 2000(5) 2000(6) 2000(7) 2000(8) 2006(1) 2006(8) 2006(9) 2006(10) 2008(3) 2008(4) 2008(5) 2009(1) 2011(12) 2012(1) 2012(12)
197; 2010(12) 2011(1) 2011(4) 2011(12) 2012(1) 2012(2) 2012(4) 2012(5) 2012(11) 2012(12) 2013(1) 2013(4) 2013(6) 2013(9) 2013(12) 2014(1) 2015(5) 2016(1) 2016(2) 2016(11) 2016(12) 2010(12) 2011(1) 2011(4) 2011(12) 2012(1) 2012(2) 2012(4) 2012(5) 2012(11) 2012(12) 2013(1) 2013(4) 2013(6) 2013(9) 2013(12) 2014(1) 2015(5) 2016(1) 2016(2) 2016(11) 2016(12)
198; 1997(6) 2015(1) 2015(3) 2016(1) 2016(2) 1997(6) 2015(1) 2015(3) 2016(1) 2016(2)
199; 1998(1) 1998(6) 2000(8) 2000(9) 2001(1) 2001(5) 2002(1) 2002(3) 2002(4) 2002(5) 2002(6) 2002(7) 2003(3) 2003(4) 2003(5) 2003(6) 2003(11) 2003(12) 2004(4) 2004(5) 2004(6) 2004(12) 2005(5) 2006(4) 2006(12) 2007(1) 2008(12) 2009(1) 2009(8) 2010(1) 2011(8) 2012(5) 2013(1) 2013(2) 2013(3) 2013(4) 2013(5) 2013(6) 2013(8) 2014(3) 2014(8) 2014(9) 2014(10) 2014(11) 2014(12) 2015(1) 2015(5) 2015(6) 2015(7) 2016(1) 2016(2) 2016(3) 2016(4) 2016(9) 2016(10) 2016(11) 2016(12) 1998(1) 1998(6) 2000(8) 2000(9) 2001(1) 2001(5) 2002(1) 2002(3) 2002(4) 2002(5) 2002(6) 2002(7) 2003(3) 2003(4) 2003(5) 2003(6) 2003(11) 2003(12) 2004(4) 2004(5) 2004(6) 2004(12) 2005(5) 2006(4) 2006(12) 2007(1) 2008(12) 2009(1) 2009(8) 2010(1) 2011(8) 2012(5) 2013(1) 2013(2) 2013(3) 2013(4) 2013(5) 2013(6) 2013(8) 2014(3) 2014(8) 2014(9) 2014(10) 2014(11) 2014(12) 2015(1) 2015(5) 2015(6) 2015(7) 2016(1) 2016(2) 2016(3) 2016(4) 2016(9) 2016(10) 2016(11) 2016(12)
200;
201; 1996(9) 2008(9) 2014(8) 2014(9) 2014(10) 2015(3) 1996(9) 2008(9) 2014(8) 2014(9) 2014(10) 2015(3)
202; 1999(4) 1999(10) 2000(4) 2000(10) 2013(3) 2013(12) 2014(2) 2014(9) 2015(3) 2015(9) 2015(10) 2016(12) 1999(4) 1999(10) 2000(4) 2000(10) 2013(3) 2013(12) 2014(2) 2014(9) 2015(3) 2015(9) 2015(10) 2016(12)
203; 1996(9) 1998(9) 1999(9) 1999(10) 2001(9) 2001(10) 2003(2) 2003(3) 2010(9) 2011(4) 2012(9) 2013(5) 2014(5) 2015(5) 1996(9) 1998(9) 1999(9) 1999(10) 2001(9) 2001(10) 2003(2) 2003(3) 2010(9) 2011(4) 2012(9) 2013(5) 2014(5) 2015(5)
204; 1996(10) 1998(9) 1998(10) 1999(9) 1999(11) 2001(9) 2001(10) 2001(11) 2003(9) 2004(4) 2013(9) 2014(9) 2015(9) 2016(9) 1996(10) 1998(9) 1998(10) 1999(9) 1999(11) 2001(9) 2001(10) 2001(11) 2003(9) 2004(4) 2013(9) 2014(9) 2015(9) 2016(9)
205; 1996(6) 1997(2) 2004(5) 1996(6) 1997(2) 2004(5)
206; 2008(12) 2011(12) 2012(12) 2008(12) 2011(12) 2012(12)
207; 2004(7) 2004(12) 2005(5) 2005(10) 2006(10) 2006(12) 2007(1) 2008(10) 2008(12) 2009(3) 2009(8) 2010(1) 2010(2) 2010(3) 2010(10) 2011(1) 2011(2) 2011(3) 2011(4) 2011(9) 2011(11) 2012(1) 2012(2) 2012(3) 2012(4) 2012(6) 2012(9) 2012(10) 2012(11) 2012(12) 2013(1) 2013(2) 2013(3) 2013(5) 2013(9) 2013(10) 2013(11) 2013(12) 2014(3) 2014(4) 2014(5) 2014(6) 2014(7) 2014(9) 2014(10) 2014(11) 2014(12) 2015(5) 2015(8) 2015(9) 2015(10) 2015(12) 2016(2) 2016(3) 2016(6) 2016(7) 2016(9) 2016(10) 2016(12) 2004(7) 2004(12) 2005(5) 2005(10) 2006(10) 2006(12) 2007(1) 2008(10) 2008(12) 2009(3) 2009(8) 2010(1) 2010(2) 2010(3) 2010(10) 2011(1) 2011(2) 2011(3) 2011(4) 2011(9) 2011(11) 2012(1) 2012(2) 2012(3) 2012(4) 2012(6) 2012(9) 2012(10) 2012(11) 2012(12) 2013(1) 2013(2) 2013(3) 2013(5) 2013(9) 2013(10) 2013(11) 2013(12) 2014(3) 2014(4) 2014(5) 2014(6) 2014(7) 2014(9) 2014(10) 2014(11) 2014(12) 2015(5) 2015(8) 2015(9) 2015(10) 2015(12) 2016(2) 2016(3) 2016(6) 2016(7) 2016(9) 2016(10) 2016(12)
208; 1998(3) 2000(2) 2001(1) 2005(1) 2007(4) 2007(5) 2007(9) 2008(3) 2008(4) 2008(6) 2008(7) 2008(9) 2008(11) 2008(12) 2009(1) 2009(2) 2009(5) 2009(6) 2009(8) 2009(9) 2009(10) 2010(1) 2010(2) 2010(3) 2010(4) 2010(7) 2010(10) 2010(11) 2010(12) 2011(1) 2011(3) 2011(4) 2011(6) 2011(9) 2011(10) 2011(12) 2012(1) 2012(3) 2012(4) 2012(10) 2012(11) 2012(12) 2013(1) 2013(2) 2013(3) 2013(4) 2013(8) 2013(9) 2013(10) 2013(11) 2014(1) 2014(2) 2014(4) 2014(5) 2014(7) 2014(8) 2014(10) 2014(11) 2014(12) 2015(1) 2015(3) 2015(4) 2015(5) 2015(6) 2015(8) 2015(9) 2015(11) 2015(12) 2016(1) 2016(2) 2016(3) 2016(4) 2016(9) 2016(10) 2016(11) 1998(3) 2000(2) 2001(1) 2005(1) 2007(4) 2007(5) 2007(9) 2008(3) 2008(4) 2008(6) 2008(7) 2008(9) 2008(11) 2008(12) 2009(1) 2009(2) 2009(5) 2009(6) 2009(8) 2009(9) 2009(10) 2010(1) 2010(2) 2010(3) 2010(4) 2010(7) 2010(10) 2010(11) 2010(12) 2011(1) 2011(3) 2011(4) 2011(6) 2011(9) 2011(10) 2011(12) 2012(1) 2012(3) 2012(4) 2012(10) 2012(11) 2012(12) 2013(1) 2013(2) 2013(3) 2013(4) 2013(8) 2013(9) 2013(10) 2013(11) 2014(1) 2014(2) 2014(4) 2014(5) 2014(7) 2014(8) 2014(10) 2014(11) 2014(12) 2015(1) 2015(3) 2015(4) 2015(5) 2015(6) 2015(8) 2015(9) 2015(11) 2015(12) 2016(1) 2016(2) 2016(3) 2016(4) 2016(9) 2016(10) 2016(11)
209; 1996(8) 2004(1) 2005(1) 2009(1) 2011(1) 2011(2) 2012(1) 2012(12) 2013(1) 2013(2) 2013(6) 2013(12) 2014(12) 2015(6) 2015(10) 2015(11) 2015(12) 2016(4) 2016(10) 2016(12) 1996(8) 2004(1) 2005(1) 2009(1) 2011(1) 2011(2) 2012(1) 2012(12) 2013(1) 2013(2) 2013(6) 2013(12) 2014(12) 2015(6) 2015(10) 2015(11) 2015(12) 2016(4) 2016(10) 2016(12)
210; 2005(1) 2005(8) 2005(11) 2006(2) 2007(8) 2010(1) 2011(2) 2011(7) 2012(2) 2012(12) 2013(1) 2014(10) 2015(1) 2015(2) 2015(4) 2015(7) 2015(10) 2015(12) 2016(1) 2016(3) 2016(7) 2016(8) 2016(10) 2005(1) 2005(8) 2005(11) 2006(2) 2007(8) 2010(1) 2011(2) 2011(7) 2012(2) 2012(12) 2013(1) 2014(10) 2015(1) 2015(2) 2015(4) 2015(7) 2015(10) 2015(12) 2016(1) 2016(3) 2016(7) 2016(8) 2016(10)
211; 2005(1) 2005(3) 2005(4) 2005(7) 2006(12) 2007(5) 2008(4) 2008(8) 2008(12) 2011(1) 2011(2) 2011(3) 2011(4) 2011(12) 2012(3) 2012(4) 2012(12) 2013(3) 2013(4) 2013(5) 2014(12) 2015(12) 2016(12) 2005(1) 2005(3) 2005(4) 2005(7) 2006(12) 2007(5) 2008(4) 2008(8) 2008(12) 2011(1) 2011(2) 2011(3) 2011(4) 2011(12) 2012(3) 2012(4) 2012(12) 2013(3) 2013(4) 2013(5) 2014(12) 2015(12) 2016(12)
212; 2005(1) 2007(1) 2007(12) 2009(1) 2011(1) 2011(4) 2011(5) 2011(8) 2012(2) 2012(5) 2012(10) 2012(11) 2013(1) 2013(4) 2013(5) 2013(9) 2014(1) 2014(4) 2014(6) 2014(7) 2014(12) 2015(1) 2015(6) 2015(12) 2016(4) 2016(12) 2005(1) 2007(1) 2007(12) 2009(1) 2011(1) 2011(4) 2011(5) 2011(8) 2012(2) 2012(5) 2012(10) 2012(11) 2013(1) 2013(4) 2013(5) 2013(9) 2014(1) 2014(4) 2014(6) 2014(7) 2014(12) 2015(1) 2015(6) 2015(12) 2016(4) 2016(12)
213; 2007(6) 2007(10) 2008(5) 2008(6) 2008(10) 2008(11) 2009(1) 2009(3) 2009(4) 2009(9) 2009(11) 2010(3) 2010(4) 2010(5) 2010(6) 2010(10) 2011(2) 2011(4) 2011(5) 2011(6) 2011(8) 2011(9) 2011(10) 2011(11) 2012(1) 2012(2) 2012(3) 2012(4) 2012(5) 2012(6) 2012(8) 2012(9) 2013(2) 2013(3) 2013(4) 2013(6) 2013(7) 2013(8) 2013(11) 2013(12) 2014(4) 2014(5) 2014(9) 2015(3) 2015(5) 2015(6) 2015(9) 2016(3) 2016(4) 2016(10) 2016(11) 2007(6) 2007(10) 2008(5) 2008(6) 2008(10) 2008(11) 2009(1) 2009(3) 2009(4) 2009(9) 2009(11) 2010(3) 2010(4) 2010(5) 2010(6) 2010(10) 2011(2) 2011(4) 2011(5) 2011(6) 2011(8) 2011(9) 2011(10) 2011(11) 2012(1) 2012(2) 2012(3) 2012(4) 2012(5) 2012(6) 2012(8) 2012(9) 2013(2) 2013(3) 2013(4) 2013(6) 2013(7) 2013(8) 2013(11) 2013(12) 2014(4) 2014(5) 2014(9) 2015(3) 2015(5) 2015(6) 2015(9) 2016(3) 2016(4) 2016(10) 2016(11)
214; 2000(10) 2001(10) 2002(4) 2002(9) 2005(9) 2006(8) 2007(4) 2007(11) 2010(1) 2010(3) 2000(10) 2001(10) 2002(4) 2002(9) 2005(9) 2006(8) 2007(4) 2007(11) 2010(1) 2010(3)
215; 2002(4) 2002(5) 2002(10) 2003(2) 2003(3) 2003(10) 2004(4) 2004(5) 2004(9) 2005(3) 2005(4) 2005(5) 2005(10) 2010(1) 2002(4) 2002(5) 2002(10) 2003(2) 2003(3) 2003(10) 2004(4) 2004(5) 2004(9) 2005(3) 2005(4) 2005(5) 2005(10) 2010(1)
216; 2006(2) 2008(1) 2008(2) 2008(3) 2008(11) 2006(2) 2008(1) 2008(2) 2008(3) 2008(11)
217; 2008(12) 2009(1) 2010(3) 2011(1) 2011(4) 2012(1) 2012(12) 2013(1) 2013(3) 2013(6) 2013(7) 2014(1) 2016(1) 2016(12) 2008(12) 2009(1) 2010(3) 2011(1) 2011(4) 2012(1) 2012(12) 2013(1) 2013(3) 2013(6) 2013(7) 2014(1) 2016(1) 2016(12)
218; 2005(3) 2005(7) 2005(8) 2006(12) 2008(12) 2009(1) 2012(12) 2016(12) 2005(3) 2005(7) 2005(8) 2006(12) 2008(12) 2009(1) 2012(12) 2016(12)
219; 2005(1) 2005(9) 2006(2) 2006(5) 2014(12) 2016(12) 2005(1) 2005(9) 2006(2) 2006(5) 2014(12) 2016(12)
220; 2002(3) 2003(3) 2003(12) 2004(11) 2004(12) 2005(12) 2009(1) 2009(3) 2009(9) 2010(12) 2011(12) 2012(11) 2012(12) 2013(1) 2014(12) 2015(1) 2015(2) 2015(3) 2015(6) 2015(11) 2015(12) 2002(3) 2003(3) 2003(12) 2004(11) 2004(12) 2005(12) 2009(1) 2009(3) 2009(9) 2010(12) 2011(12) 2012(11) 2012(12) 2013(1) 2014(12) 2015(1) 2015(2) 2015(3) 2015(6) 2015(11) 2015(12)
221; 2004(6) 2005(6) 2007(6) 2008(7) 2008(9) 2009(6) 2012(10) 2004(6) 2005(6) 2007(6) 2008(7) 2008(9) 2009(6) 2012(10)
222; 2006(10) 2006(11) 2007(9) 2007(12) 2008(11) 2009(2) 2009(8) 2009(9) 2010(8) 2012(2) 2012(12) 2013(4) 2013(7) 2013(9) 2014(1) 2014(6) 2014(7) 2014(8) 2014(10) 2014(11) 2006(10) 2006(11) 2007(9) 2007(12) 2008(11) 2009(2) 2009(8) 2009(9) 2010(8) 2012(2) 2012(12) 2013(4) 2013(7) 2013(9) 2014(1) 2014(6) 2014(7) 2014(8) 2014(10) 2014(11)
223; 2005(1) 2007(1) 2009(1) 2005(1) 2007(1) 2009(1)
224; 2001(3) 2001(12) 2002(4) 2003(12) 2011(2) 2011(3) 2011(11) 2012(7) 2012(11) 2012(12) 2013(1) 2013(2) 2013(11) 2014(3) 2001(3) 2001(12) 2002(4) 2003(12) 2011(2) 2011(3) 2011(11) 2012(7) 2012(11) 2012(12) 2013(1) 2013(2) 2013(11) 2014(3)
225; 2001(1) 2005(12) 2008(12) 2009(3) 2009(9) 2009(10) 2010(3) 2010(11) 2010(12) 2012(5) 2012(10) 2012(12) 2013(1) 2014(11) 2015(1) 2015(3) 2015(12) 2016(3) 2016(10) 2016(11) 2016(12) 2001(1) 2005(12) 2008(12) 2009(3) 2009(9) 2009(10) 2010(3) 2010(11) 2010(12) 2012(5) 2012(10) 2012(12) 2013(1) 2014(11) 2015(1) 2015(3) 2015(12) 2016(3) 2016(10) 2016(11) 2016(12)
226; 2007(3) 2008(12) 2014(2) 2014(4) 2014(11) 2015(1) 2015(9) 2016(10) 2016(12) 2007(3) 2008(12) 2014(2) 2014(4) 2014(11) 2015(1) 2015(9) 2016(10) 2016(12)
227; 2005(9) 2006(1) 2007(1) 2007(12) 2011(2) 2011(3) 2012(10) 2016(1) 2016(11) 2016(12) 2005(9) 2006(1) 2007(1) 2007(12) 2011(2) 2011(3) 2012(10) 2016(1) 2016(11) 2016(12)
